TIME,METRIC VALUE
2319.0214529037476,73.5
2323.070700407028,74.5
2327.5543689727783,73.5
2331.6952669620514,73.5
2336.682649374008,74.0
2342.501127243042,74.5
2346.822371006012,73.5
2351.1655428409576,75.0
2356.3703627586365,74.0
2360.463978767395,74.5
2365.2094383239746,74.0
2369.947929382324,74.5
2374.6734511852264,73.5
2378.5621933937073,74.0
2384.1504373550415,74.0
2388.0293810367584,75.0
2392.146719932556,74.0
2397.6006858348846,74.0
2402.3798282146454,74.0
2406.368352651596,74.5
2412.5656282901764,74.5
2416.991086959839,74.5
2421.0014712810516,74.0
2424.685181617737,74.5
2428.347462415695,75.0
2432.6116001605988,74.5
2436.7725093364716,74.5
2440.94389295578,73.5
2445.069756746292,73.5
2449.7166407108307,74.0
2454.1050770282745,73.0
2458.5337374210358,74.5
2464.772141456604,74.5
2469.602720975876,74.0
2477.0861237049103,74.0
2481.576999902725,73.5
2485.7241785526276,74.0
2490.821209669113,74.0
2496.2670590877533,74.0
2500.563425064087,74.5
2505.883983373642,73.5
2510.9041669368744,73.5
2516.4245884418488,74.5
2520.7741708755493,73.5
2525.6842970848083,73.5
2529.6217741966248,74.0
2534.0578792095184,74.5
2538.5869739055634,74.5
2544.178284406662,74.5
2548.686525583267,73.5
2553.700942516327,73.5
2558.405564069748,74.0
2563.95645737648,73.5
2568.497039079666,73.5
2572.715445995331,74.5
2577.4063177108765,73.5
2583.4193029403687,73.5
2588.8649566173553,74.0
2594.8833072185516,73.5
2600.6781566143036,73.5
2606.647171020508,73.5
2611.7876822948456,73.5
2617.19313955307,74.0
2622.3510751724243,74.0
2627.418774366379,74.0
2632.365752220154,73.0
2637.5155804157257,73.0
2642.8244812488556,74.0
2648.1693572998047,73.0
2653.0442402362823,73.5
2661.972532272339,74.0
2667.3972322940826,74.0
2673.175047636032,73.5
2678.6148307323456,73.0
2683.1804172992706,74.0
2688.5194585323334,73.5
2694.0054261684418,73.5
2699.4194796085358,73.5
2705.009172677994,73.5
2711.0328018665314,73.0
2715.1254642009735,73.0
2719.8027346134186,74.5
2725.3908581733704,72.5
2730.2874989509583,73.0
2734.996948480606,73.0
2740.3214564323425,73.5
2746.194536447525,73.5
2751.3768208026886,74.5
2756.729765176773,73.5
2762.006830215454,73.5
2766.8132889270782,73.5
2772.6207461357117,73.0
2777.8851742744446,73.0
2782.056953907013,73.0
2788.761530637741,73.0
2794.045972585678,73.0
2800.51336812973,73.5
2805.5975308418274,74.0
2809.9317286014557,74.0
2815.3034150600433,74.0
2821.2289929389954,73.5
2826.2216324806213,74.0
2831.3295352458954,73.5
2836.3107891082764,73.0
2844.763237953186,73.0
2850.25928235054,73.5
2855.174343585968,74.0
2860.290023326874,73.5
2865.438812017441,73.5
2871.5676782131195,74.0
2877.1585993766785,74.0
2881.485734462738,73.5
2885.834914445877,73.5
2890.0164704322815,74.0
2895.9257764816284,73.0
2900.657325744629,72.5
2906.005316257477,73.0
2910.640023946762,73.5
2915.5731348991394,73.0
2919.79563164711,74.0
2925.4069497585297,73.0
2931.336259841919,73.0
2937.77943110466,73.0
2943.786283969879,73.5
2950.4086685180664,74.0
2954.8427407741547,73.0
2960.0707054138184,73.0
2964.1162452697754,72.5
2969.3564987182617,72.5
2973.9101009368896,74.5
2980.778865814209,72.0
2985.9932177066803,73.0
2991.3150074481964,73.5
2997.458397626877,73.5
3003.0564720630646,73.0
3009.73885846138,73.5
3016.2148287296295,73.5
3021.0262727737427,73.0
3025.7242929935455,74.0
3033.0637624263763,74.0
3037.9067120552063,72.5
3042.816453933716,74.0
3047.452682495117,72.5
3052.6263580322266,72.5
3057.2880775928497,73.0
3063.0610435009003,74.0
3069.127050638199,74.0
3075.2592811584473,73.5
3080.1989023685455,74.5
3086.7272033691406,73.5
3095.6924347877502,73.5
3101.5720472335815,72.5
3106.9676456451416,72.5
3113.2151386737823,73.5
3119.4688766002655,73.0
3125.557469844818,73.0
3131.3493649959564,73.5
3136.946802377701,73.5
3141.795215845108,73.0
3148.220978975296,73.5
3153.355256795883,73.5
3158.444787979126,73.5
3164.1294343471527,73.5
3169.9764366149902,73.0
3174.3614399433136,73.0
3179.02219080925,73.5
3184.042753458023,72.5
3190.061422109604,73.5
3195.2956647872925,73.0
3200.99489235878,73.0
3209.107230424881,73.5
3215.0909004211426,73.0
3221.128997325897,73.0
3226.7904121875763,73.0
3230.918774843216,73.5
3237.76167011261,72.5
3242.979746580124,73.0
3248.21621966362,73.5
3256.566431283951,72.0
3262.7319786548615,73.0
3267.9042966365814,73.0
3272.6922595500946,73.0
3278.333019256592,72.0
3283.56422662735,72.5
3289.773149251938,73.0
3295.3345563411713,73.0
3301.040731906891,73.0
