App,SET DEVICE,MEM COPY IN,KERNEL,MEM COPY OUT,MEM FREE,TOTAL
LavaMD,0.198905006051,0.001700000023,1.703639984131,0.005065999925,0.000782000017,1.913087964058
,0.188636004925,0.001435999991,1.691517949104,0.005750000011,0.000933000003,1.891618013382
,0.175017997622,0.001235999982,1.901427030563,0.005491000134,0.000737999973,2.086734056473
Average,0.18751966953266666,0.001457333332,1.765528321266,0.00543566669,0.0008176666643333333,1.9638133446376667
